団体コード,都道府県名,市区町村名,0～4歳,5～9,10～14,15～19,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,65～69,70～74,75～79,80～84,85～89,90～94,95～99,100歳以上
024023,青森県,上北郡七戸町,364,480,577,599,527,465,518,746,878,960,916,975,1250,1530,1407,1103,923,718,389,83,16
024058,青森県,上北郡六戸町,478,493,461,471,364,371,522,680,748,727,656,655,803,977,778,627,546,399,210,55,12
024066,青森県,上北郡横浜町*,100,121,151,191,160,174,172,221,218,288,289,269,320,398,395,308,293,203,82,25,2
024082,青森県,上北郡東北町,549,596,648,786,595,583,745,913,958,1110,1030,1199,1366,1580,1422,1071,1003,814,328,122,13
024112,青森県,上北郡六ヶ所村,360,382,410,483,585,687,631,615,709,688,624,623,735,769,634,426,418,305,145,34,2
024121,青森県,上北郡おいらせ町,1096,1145,1204,1320,1038,1080,1303,1533,1739,1964,1765,1587,1772,2010,1645,1190,940,607,278,67,10
024201,青森県,下北郡*,384,488,604,624,515,575,627,743,873,989,917,1062,1275,1568,1125,969,933,691,293,88,6
024236,青森県,下北郡大間町*,135,184,227,234,206,221,231,255,337,359,328,353,395,537,369,278,280,183,80,27,1
024244,青森県,下北郡東通村*,182,227,255,246,203,256,283,352,347,402,351,441,560,591,413,351,385,320,122,31,2
024252,青森県,下北郡風間浦村*,33,45,57,59,47,52,60,60,96,115,115,136,152,202,179,163,135,91,43,13,0
024261,青森県,下北郡佐井村*,34,32,65,85,59,46,53,76,93,113,123,132,168,238,164,177,133,97,48,17,3
024406,青森県,三戸郡*,1597,2000,2285,2773,2310,2138,2588,3006,3412,4034,4325,4913,5511,6401,5440,4437,3856,3041,1461,364,50
024414,青森県,三戸郡三戸町,221,296,349,389,308,304,361,440,534,587,631,688,778,950,869,773,639,493,220,58,7
024422,青森県,三戸郡五戸町,402,519,575,658,546,547,695,796,895,1015,1055,1262,1460,1638,1441,1161,1032,821,393,90,17
024431,青森県,三戸郡田子町*,117,146,168,215,165,165,182,219,266,319,324,373,486,532,455,388,411,284,127,35,4
024457,青森県,三戸郡南部町*,429,536,638,755,643,547,686,814,889,1117,1183,1358,1411,1693,1482,1204,998,878,445,107,16
024465,青森県,三戸郡階上町,380,445,486,665,582,515,580,646,717,888,1027,1054,1178,1310,972,715,586,414,190,51,3
024503,青森県,三戸郡新郷村*,48,58,69,91,66,60,84,91,111,108,105,178,198,278,221,196,190,151,86,23,3
032018,岩手県,盛岡市,10671,12047,12719,13639,13584,14116,15398,17744,20484,21854,19347,19105,18903,19870,18749,14937,11578,8573,3957,1071,124
032026,岩手県,宮古市,1578,1719,1949,2173,1919,1860,2108,2593,2836,3325,3272,3430,3768,4363,4326,3779,3165,2174,1075,293,39
032034,岩手県,大船渡市,1050,1181,1292,1490,1313,1405,1395,1634,2047,2367,2356,2538,2481,3079,2801,2686,2162,1561,774,207,30
032051,岩手県,花巻市,3013,3551,4022,4491,3737,3719,4213,5196,6151,6460,5891,6030,6545,7523,7135,6170,5145,3790,1892,501,60
032069,岩手県,北上市,3443,3974,4298,4624,4097,4260,4935,5910,7053,7174,6122,5625,5754,6593,5708,4669,3772,2748,1381,368,38
032077,岩手県,久慈市,1060,1341,1491,1577,1344,1441,1580,1875,2035,2310,2293,2456,2612,2859,2464,1994,1821,1277,661,180,25
032085,岩手県,遠野市,698,905,1022,1074,854,895,1047,1396,1425,1412,1475,1719,2142,2369,2047,1809,1892,1469,708,175,22
032093,岩手県,一関市,3226,4097,4778,5162,4147,4020,4784,5890,7069,7059,6921,7740,8875,10307,8598,7137,6658,5303,2761,783,111
032107,岩手県,陸前高田市,486,528,654,833,668,675,700,828,1058,1182,1254,1282,1384,1639,1529,1456,1234,939,440,135,27
032115,岩手県,釜石市,910,1034,1169,1323,1261,1191,1308,1544,1796,1989,2152,2119,2256,2994,2621,2582,2230,1561,715,203,19
032131,岩手県,二戸市,736,905,1013,1160,886,913,1127,1309,1533,1733,1770,1732,2039,2383,2052,1765,1553,1185,613,147,22
032140,岩手県,八幡平市,634,757,843,989,836,788,1035,1255,1385,1454,1404,1742,2105,2607,1954,1720,1668,1320,598,158,24
032158,岩手県,奥州市,3697,4480,4824,5279,4289,4541,5327,6399,7374,7337,6715,7460,8493,9550,8450,7021,6623,5035,2465,643,80
032166,岩手県,滝沢市,2296,2653,2775,3019,2693,2585,3063,3611,4115,4090,3403,3633,3791,4163,3630,2598,1665,1004,495,142,24
033006,岩手県,岩手郡*,872,1089,1264,1413,1208,1221,1380,1607,1902,2028,2125,2535,2928,3457,2897,2375,2346,1791,859,198,24
033014,岩手県,岩手郡雫石町,462,559,634,674,573,553,694,808,962,1008,973,1112,1291,1517,1359,1037,1002,743,333,82,9
033022,岩手県,岩手郡葛巻町*,111,156,165,191,154,149,175,240,264,282,337,441,549,667,559,494,480,368,174,38,3
033031,岩手県,岩手郡岩手町,299,374,465,548,481,519,511,559,676,738,815,982,1088,1273,979,844,864,680,352,78,12
033201,岩手県,紫波郡,2240,2581,2734,3018,2654,2608,3086,3626,4022,4419,3954,4108,4264,4598,4217,3103,2424,1783,823,201,28
033219,岩手県,紫波郡紫波町,1122,1395,1469,1628,1286,1350,1579,1870,2157,2309,2192,2272,2361,2598,2417,1861,1532,1101,490,108,17
033227,岩手県,紫波郡矢巾町,1118,1186,1265,1390,1368,1258,1507,1756,1865,2110,1762,1836,1903,2000,1800,1242,892,682,333,93,11
033600,岩手県,和賀郡*,103,127,155,172,136,151,180,193,215,224,262,360,503,550,460,452,502,459,221,78,8
033669,岩手県,和賀郡西和賀町*,103,127,155,172,136,151,180,193,215,224,262,360,503,550,460,452,502,459,221,78,8
033804,岩手県,胆沢郡,580,624,700,823,733,681,795,907,1067,1058,925,993,1053,1179,969,806,787,583,274,75,10
033812,岩手県,胆沢郡金ケ崎町,580,624,700,823,733,681,795,907,1067,1058,925,993,1053,1179,969,806,787,583,274,75,10
034002,岩手県,西磐井郡*,234,274,317,312,218,223,303,401,448,412,374,509,577,718,612,480,426,369,188,41,8
034029,岩手県,西磐井郡平泉町*,234,274,317,312,218,223,303,401,448,412,374,509,577,718,612,480,426,369,188,41,8
034401,岩手県,気仙郡,115,127,170,197,179,142,219,226,255,254,299,366,453,516,426,396,403,350,224,59,8
034410,岩手県,気仙郡住田町,115,127,170,197,179,142,219,226,255,254,299,366,453,516,426,396,403,350,224,59,8
034606,岩手県,上閉伊郡*,363,410,402,444,455,434,426,530,637,706,727,813,917,1061,968,861,691,483,226,49,7
034614,岩手県,上閉伊郡大槌町*,363,410,402,444,455,434,426,530,637,706,727,813,917,1061,968,861,691,483,226,49,7
034801,岩手県,下閉伊郡*,812,919,1034,1225,996,983,1110,1326,1548,1884,1878,1997,2338,2874,2630,2356,2116,1432,707,187,27
034827,岩手県,下閉伊郡山田町,427,463,528,639,587,559,562,698,835,1032,1058,925,1085,1365,1386,1209,965,624,295,80,8
034835,岩手県,下閉伊郡岩泉町,249,257,287,349,235,259,357,384,404,492,500,664,740,895,769,734,761,507,240,66,9
034843,岩手県,下閉伊郡田野畑村*,78,118,128,135,105,95,105,131,169,211,163,220,292,344,273,231,200,162,96,21,2
034851,岩手県,下閉伊郡普代村*,58,81,91,102,69,70,86,113,140,149,157,188,221,270,202,182,190,139,76,20,8
035009,岩手県,九戸郡*,824,1120,1281,1450,1169,1100,1289,1461,1910,1997,2225,2458,2967,3489,2884,2444,2379,1740,811,199,24
035017,岩手県,九戸郡軽米町*,197,267,327,324,279,291,324,379,440,433,614,659,764,924,698,640,628,446,215,43,3
035033,岩手県,九戸郡野田村*,140,158,156,159,130,143,185,163,236,262,285,293,330,373,334,260,239,230,94,27,4
035068,岩手県,九戸郡九戸村*,137,182,222,241,158,178,181,208,312,312,319,361,483,594,465,422,435,290,146,39,4
035076,岩手県,九戸郡洋野町,350,513,576,726,602,488,599,711,922,990,1007,1145,1390,1598,1387,1122,1077,774,356,90,13
035203,岩手県,二戸郡,256,388,403,460,352,371,414,559,628,712,729,850,1077,1254,953,853,845,676,316,103,11
035246,岩手県,二戸郡一戸町,256,388,403,460,352,371,414,559,628,712,729,850,1077,1254,953,853,845,676,316,103,11
041009,宮城県,仙台市,42167,44963,44877,48876,60105,62484,67429,73073,80807,87090,72803,64310,60770,66539,62908,49377,35798,24529,11562,3172,421
041017,宮城県,仙台市青葉区,10593,11834,11799,13187,19455,18509,18526,19704,21940,23354,20016,17871,16744,17831,16750,13252,9713,7230,3563,991,136
041025,宮城県,仙台市宮城野区,8325,8205,8066,8569,10534,12695,13777,14149,15042,16126,13058,11315,10058,10685,9963,7675,5805,3906,1744,463,55
041033,宮城県,仙台市若林区,5830,5885,5496,5611,7630,8810,9570,9943,10691,11364,9225,8192,7514,8041,7532,5852,4475,3005,1388,350,61
041041,宮城県,仙台市太白区,9907,10057,9909,10792,11887,12401,14113,15882,17531,18814,15864,13659,13074,14609,13950,11352,8305,5622,2752,780,93
041050,宮城県,仙台市泉区,7512,8982,9607,10717,10599,10069,11443,13395,15603,17432,14640,13273,13380,15373,14713,11246,7500,4766,2115,588,76
042021,宮城県,石巻市,4409,5184,5610,6601,6632,6242,6757,7792,9075,9477,8916,9286,9882,11454,10565,9006,7292,5091,2570,713,84
042030,宮城県,塩竈市,1660,1907,2033,2367,2336,2278,2611,2921,3330,3723,3501,3517,3837,4367,4235,3486,2800,1941,865,229,31
042056,宮城県,気仙沼市,1537,1921,2202,2678,2473,2165,2256,2735,3514,4118,4254,4473,4645,5368,5384,4758,3762,2708,1280,322,48
042064,宮城県,白石市,942,1151,1361,1457,1365,1271,1527,1831,2039,2149,2027,2232,2653,3049,2551,2057,1684,1392,749,195,30
042072,宮城県,名取市,3707,4339,4102,4071,3666,3820,4739,5881,6213,6171,5075,4887,4709,4994,4153,3372,2566,1715,790,202,25
042081,宮城県,角田市,734,1009,1280,1331,1167,1064,1306,1565,1789,1862,1556,1786,2225,2658,2319,1665,1407,1132,666,181,26
042099,宮城県,多賀城市,2730,2866,2781,3306,3414,3326,3722,4196,4503,4858,4131,3681,3674,4097,3794,3070,2191,1351,547,159,19
042111,宮城県,岩沼市,1665,2104,2174,2334,2078,2098,2562,2893,3377,3381,2599,2485,2721,3253,2815,2090,1568,1079,566,136,17
042129,宮城県,登米市,2436,2975,3263,3591,2869,2820,3676,4698,4990,4474,4145,5278,6443,7476,5361,4094,4255,3425,1808,472,47
042137,宮城県,栗原市,1719,2285,2517,2824,2395,2169,2713,3517,3806,3636,3312,4264,5678,6723,5162,4091,4222,3705,1867,447,65
042145,宮城県,東松島市,1454,1693,1822,2041,1848,1795,2164,2494,2682,2834,2385,2377,2671,3151,2769,2206,1648,1065,534,125,17
042153,宮城県,大崎市,4538,5256,5817,6135,5493,5793,6810,8263,8825,8759,7562,8383,9301,10668,8387,6324,5792,4530,2206,540,62
042161,宮城県,富谷市,2202,3034,3532,3492,2513,1929,2596,3605,4425,4760,3736,3087,2975,3348,2891,2062,1273,673,331,90,13
043001,宮城県,刈田郡*,373,452,496,567,503,475,569,677,686,707,738,894,1045,1295,1040,825,733,638,356,100,11
043010,宮城県,刈田郡蔵王町,344,423,455,504,454,442,515,622,627,651,679,795,955,1173,952,729,632,530,279,73,10
043028,宮城県,刈田郡七ヶ宿町*,29,29,41,63,49,33,54,55,59,56,59,99,90,122,88,96,101,108,77,27,1
043206,宮城県,柴田郡*,2707,3147,3553,3918,3995,3558,4242,4988,5356,5586,4697,4720,5787,6671,5959,4458,3429,2364,1248,321,40
043214,宮城県,柴田郡大河原町,953,1018,1137,1195,1100,1156,1346,1548,1662,1758,1440,1352,1592,1650,1547,1222,940,666,335,83,10
043222,宮城県,柴田郡村田町*,286,387,444,472,428,374,521,617,625,692,590,657,927,1030,817,639,514,419,235,70,8
043231,宮城県,柴田郡柴田町,1271,1482,1650,1898,2095,1719,2014,2330,2590,2616,2142,2156,2499,3069,2896,2084,1522,946,486,121,11
043249,宮城県,柴田郡川崎町,197,260,322,353,372,309,361,493,479,520,525,555,769,922,699,513,453,333,192,47,11
043401,宮城県,伊具郡,308,408,456,539,466,439,526,675,686,651,721,851,1095,1404,1039,910,819,712,448,122,17
043419,宮城県,伊具郡丸森町,308,408,456,539,466,439,526,675,686,651,721,851,1095,1404,1039,910,819,712,448,122,17
043605,宮城県,亘理郡,1430,1708,1894,2124,1917,1759,2231,2531,3052,3101,2620,2778,3432,4061,3744,2829,2091,1486,767,212,37
043613,宮城県,亘理郡亘理町,1108,1335,1481,1644,1456,1374,1699,1941,2345,2348,2004,2017,2497,2863,2574,1893,1388,960,493,134,23
043621,宮城県,亘理郡山元町,322,373,413,480,461,385,532,590,707,753,616,761,935,1198,1170,936,703,526,274,78,14
044008,宮城県,宮城郡,2368,2870,3322,3571,3062,2942,3415,4036,4622,4934,4472,4742,5043,5462,4626,3557,2720,1813,852,239,34
044016,宮城県,宮城郡松島町,356,425,483,572,483,482,564,699,802,834,919,903,1029,1243,1175,982,904,595,332,101,13
044041,宮城県,宮城郡七ヶ浜町,538,650,850,977,841,763,818,973,1147,1376,1322,1330,1460,1601,1359,1093,823,547,184,58,6
044067,宮城県,宮城郡利府町,1474,1795,1989,2022,1738,1697,2033,2364,2673,2724,2231,2509,2554,2618,2092,1482,993,671,336,80,15
044202,宮城県,黒川郡,1819,2177,2037,1903,2100,2298,2564,3056,3277,2785,2266,2409,2799,3201,2353,1737,1592,1307,654,212,25
044211,宮城県,黒川郡大和町,1315,1522,1411,1304,1574,1721,1827,2167,2326,2013,1634,1654,1730,1831,1371,1040,936,746,353,108,15
044229,宮城県,黒川郡大郷町,230,318,339,317,257,278,395,492,531,393,369,451,668,877,610,451,399,364,182,60,7
044245,宮城県,黒川郡大衡村,274,337,287,282,269,299,342,397,420,379,263,304,401,493,372,246,257,197,119,44,3
044407,宮城県,加美郡,875,1080,1257,1376,1082,1100,1370,1665,1677,1692,1569,1992,2411,2829,2215,1674,1640,1358,702,183,24
044440,宮城県,加美郡色麻町,232,257,321,330,258,243,327,416,396,364,341,461,559,625,503,314,342,293,161,33,3
044458,宮城県,加美郡加美町,643,823,936,1046,824,857,1043,1249,1281,1328,1228,1531,1852,2204,1712,1360,1298,1065,541,150,21
045004,宮城県,遠田郡,1187,1493,1617,1761,1482,1448,1910,2328,2633,2416,2097,2510,3227,3866,3145,2346,2115,1655,856,203,10
045012,宮城県,遠田郡涌谷町,415,539,612,693,559,578,765,940,983,894,798,1048,1370,1585,1244,923,845,691,339,84,5
045055,宮城県,遠田郡美里町,772,954,1005,1068,923,870,1145,1388,1650,1522,1299,1462,1857,2281,1901,1423,1270,964,517,119,5
045802,宮城県,牡鹿郡,193,168,172,272,400,334,299,307,350,337,340,362,419,504,562,527,387,306,141,32,4
045811,宮城県,牡鹿郡女川町,193,168,172,272,400,334,299,307,350,337,340,362,419,504,562,527,387,306,141,32,4
046001,宮城県,本吉郡,333,364,467,540,559,445,503,566,694,777,852,950,1027,1167,950,751,724,595,312,106,9
046060,宮城県,本吉郡南三陸町,333,364,467,540,559,445,503,566,694,777,852,950,1027,1167,950,751,724,595,312,106,9
052019,秋田県,秋田市,9956,11480,12430,13327,13229,12849,14850,17630,21154,22769,19742,20615,21564,24464,22765,17389,14410,10346,4997,1270,167
052027,秋田県,能代市,1187,1481,1893,2048,1616,1524,1960,2510,3142,3287,3308,3460,3924,4852,4609,3829,3465,2632,1212,304,40
052035,秋田県,横手市,2444,3001,3464,3639,2798,2679,3726,4756,5369,5316,5003,5910,7209,8297,7025,5520,5509,4314,2188,579,55
052043,秋田県,大館市,1920,2236,2724,2829,2271,2467,2926,3592,4271,4454,4223,4842,5241,6338,5988,4998,4633,3474,1642,437,52
052060,秋田県,男鹿市,452,619,761,851,744,682,832,1174,1434,1436,1485,1802,2273,2879,2795,2117,2028,1524,750,212,36
052078,秋田県,湯沢市,979,1331,1451,1818,1448,1355,1651,2130,2477,2705,2752,3218,3882,4200,3501,3029,2758,2284,1051,300,26
052094,秋田県,鹿角市,785,1019,1205,1219,931,951,1093,1514,1803,1808,1651,2102,2377,2742,2578,2224,2014,1528,696,183,31
052108,秋田県,由利本荘市,2083,2591,3034,3084,2705,2614,3351,4103,4680,4692,4392,5004,6041,7039,6042,4695,4417,3412,1728,422,54
052116,秋田県,潟上市,972,1144,1282,1472,1193,1186,1410,1781,2173,2264,2188,2117,2401,2902,2652,1996,1610,1134,556,136,16
052124,秋田県,大仙市,2242,2652,3042,3153,2661,2761,3528,4240,4880,4806,4644,5502,6386,7398,6279,4924,4995,3997,1878,441,50
052132,秋田県,北秋田市,658,869,1032,1119,890,885,1061,1278,1702,1761,1778,2267,2520,3050,2837,2418,2365,1867,861,238,19
052141,秋田県,にかほ市,613,811,922,1123,826,776,911,1216,1451,1516,1534,1651,1819,2235,2040,1646,1502,1075,493,121,10
052159,秋田県,仙北市,571,745,961,993,743,736,929,1275,1453,1577,1302,1740,2020,2548,2384,1783,1792,1411,694,173,30
053007,秋田県,鹿角郡*,93,124,155,211,122,140,145,185,224,292,343,346,380,425,479,406,409,297,139,38,4
053031,秋田県,鹿角郡小坂町*,93,124,155,211,122,140,145,185,224,292,343,346,380,425,479,406,409,297,139,38,4
053201,秋田県,北秋田郡*,29,44,53,47,66,55,56,74,86,107,125,140,181,228,194,221,196,185,116,26,1
053279,秋田県,北秋田郡上小阿仁村*,29,44,53,47,66,55,56,74,86,107,125,140,181,228,194,221,196,185,116,26,1
053406,秋田県,山本郡*,478,635,787,880,751,684,881,1048,1282,1448,1510,1885,2352,2698,2461,2050,1907,1606,748,206,25
053465,秋田県,山本郡藤里町*,53,75,86,90,88,64,105,127,150,172,179,195,279,337,306,276,247,192,108,28,4
053481,秋田県,山本郡三種町*,303,419,495,543,468,459,545,669,814,893,900,1174,1465,1651,1468,1228,1133,975,443,118,16
053490,秋田県,山本郡八峰町*,122,141,206,247,195,161,231,252,318,383,431,516,608,710,687,546,527,439,197,60,5
053601,秋田県,南秋田郡*,450,626,721,963,817,606,761,980,1218,1322,1348,1528,1709,2196,2031,1680,1608,1211,617,148,13
053619,秋田県,南秋田郡五城目町*,178,226,234,297,239,238,297,398,461,464,523,588,740,904,866,707,730,539,312,66,5
053635,秋田県,南秋田郡八郎潟町*,101,155,185,226,170,133,212,288,298,326,327,412,470,628,507,411,395,312,140,30,3
053660,秋田県,南秋田郡井川町*,81,113,153,215,167,150,147,168,281,288,285,328,353,491,416,331,293,241,121,34,4
053686,秋田県,南秋田郡大潟村*,90,132,149,225,241,85,105,126,178,244,213,200,146,173,242,231,190,119,44,18,1
054208,秋田県,仙北郡*,500,600,731,777,626,613,819,962,1172,1075,1064,1326,1730,1810,1533,1196,1165,986,487,117,15
054348,秋田県,仙北郡美郷町*,500,600,731,777,626,613,819,962,1172,1075,1064,1326,1730,1810,1533,1196,1165,986,487,117,15
054607,秋田県,雄勝郡*,436,513,618,649,529,529,739,861,917,893,962,1261,1668,1697,1298,1003,1080,898,459,109,10
054631,秋田県,雄勝郡羽後町,371,446,533,531,452,460,645,733,794,773,836,1088,1440,1437,1115,838,917,761,384,91,8
054640,秋田県,雄勝郡東成瀬村*,65,67,85,118,77,69,94,128,123,120,126,173,228,260,183,165,163,137,75,18,2
062014,山形県,山形市,9081,10279,10802,11864,11581,11207,12677,14910,16975,17628,15474,15089,15648,17461,16435,13353,10736,8137,4278,1244,139
062022,山形県,米沢市,2540,3154,3476,3842,3902,3259,3719,4380,5034,5615,5268,5255,5313,6196,5472,4557,3947,2811,1587,479,72
062031,山形県,鶴岡市,3955,4679,5223,5952,4761,4705,5619,6630,7489,8106,7665,8221,9278,10614,9320,7658,6946,5234,2683,671,91
