団体コード,都道府県名,市区町村名,0～4歳,5～9,10～14,15～19,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,65～69,70～74,75～79,80～84,85～89,90～94,95～99,100歳以上
413275,佐賀県,神埼郡吉野ヶ里町,760,838,889,872,878,867,960,1037,1122,1085,985,919,1041,1067,941,708,560,395,206,53,4
413402,佐賀県,三養基郡,2348,2296,2317,2496,2506,2239,2743,3048,3275,3382,3070,3035,3637,4337,4100,3062,2271,1572,765,220,39
413411,佐賀県,三養基郡基山町,739,731,731,831,921,786,982,991,1023,1019,959,1121,1396,1532,1300,987,653,444,230,69,14
413453,佐賀県,三養基郡上峰町,464,503,522,520,508,473,524,607,644,721,624,513,553,687,593,400,328,275,127,31,3
413461,佐賀県,三養基郡みやき町,1145,1062,1064,1145,1077,980,1237,1450,1608,1642,1487,1401,1688,2118,2207,1675,1290,853,408,120,22
413801,佐賀県,東松浦郡*,159,234,255,313,300,274,207,272,302,326,296,328,430,507,363,264,283,228,128,26,4
413879,佐賀県,東松浦郡玄海町*,159,234,255,313,300,274,207,272,302,326,296,328,430,507,363,264,283,228,128,26,4
414000,佐賀県,西松浦郡,709,895,932,962,787,697,786,1052,1204,1175,1195,1290,1400,1683,1480,1231,1030,759,395,123,27
414018,佐賀県,西松浦郡有田町,709,895,932,962,787,697,786,1052,1204,1175,1195,1290,1400,1683,1480,1231,1030,759,395,123,27
414204,佐賀県,杵島郡*,1420,1662,1715,1785,1676,1571,1868,2052,2208,2209,2237,2639,2828,3377,2697,2133,1972,1585,944,275,51
414239,佐賀県,杵島郡大町町*,200,230,234,277,255,227,283,285,348,350,331,392,463,683,571,384,350,271,187,55,7
414247,佐賀県,杵島郡江北町,493,478,471,437,433,482,572,641,661,582,516,595,665,733,572,437,392,324,186,61,10
414255,佐賀県,杵島郡白石町,727,954,1010,1071,988,862,1013,1126,1199,1277,1390,1652,1700,1961,1554,1312,1230,990,571,159,34
414409,佐賀県,藤津郡,273,271,391,446,342,330,300,354,451,506,528,639,657,752,640,588,553,400,209,77,7
414417,佐賀県,藤津郡太良町,273,271,391,446,342,330,300,354,451,506,528,639,657,752,640,588,553,400,209,77,7
422011,長崎県,長崎市,14972,16483,17189,18375,18206,17878,20117,21959,25153,29050,26676,27542,28980,34697,31291,23876,19785,14312,7257,2271,336
422029,長崎県,佐世保市,10226,11418,11385,12091,11240,10730,12592,14196,15586,16482,15043,14516,16250,19498,18478,14119,11536,8354,4377,1362,202
422037,長崎県,島原市,1770,1981,1892,1991,1613,1643,1903,2284,2578,2712,2777,2972,3418,3637,3503,2712,2392,1839,1024,314,51
422045,長崎県,諫早市,5644,6242,6472,6786,5761,5703,6709,7690,8722,9535,8618,8922,9392,10580,9503,7307,5894,4255,2204,642,98
422053,長崎県,大村市,4863,5240,5242,5338,4677,4809,5567,5869,6663,6913,6060,5803,5907,6549,5868,4342,3378,2342,1163,333,37
422070,長崎県,平戸市,1038,1218,1234,1215,1000,958,1122,1290,1432,1677,1811,2136,2518,2925,2569,2172,2020,1547,756,228,35
422088,長崎県,松浦市,754,999,1015,952,819,878,946,1103,1195,1209,1208,1454,1813,2054,1735,1401,1291,998,531,149,29
422096,長崎県,対馬市,1095,1178,1265,1302,858,935,1237,1570,1719,1790,1689,2033,2517,2837,2494,2019,1804,1280,560,168,27
422100,長崎県,壱岐市,930,1171,1272,1273,810,769,997,1316,1606,1485,1435,1637,1949,2205,2152,1701,1545,1255,706,201,24
422118,長崎県,五島市,1087,1333,1381,1441,1002,1027,1268,1690,1804,2024,2190,2679,3292,3608,2987,2423,2349,1802,1013,258,46
422126,長崎県,西海市,925,1042,1008,1115,1087,1071,1181,1300,1368,1508,1444,1893,2097,2528,2155,1740,1655,1358,753,206,29
422134,長崎県,雲仙市,1500,1749,1859,2046,1656,1558,1872,2192,2287,2490,2638,3133,3505,3776,2935,2501,2365,1942,1040,267,45
422142,長崎県,南島原市,1372,1714,1829,1977,1428,1291,1611,2045,2301,2530,2652,3138,3812,4132,3729,3083,2813,2211,1183,352,59
423009,長崎県,西彼杵郡,3266,3500,3771,4190,3485,3088,3689,4220,4772,5294,4707,4434,4477,5013,4725,3575,2457,1619,830,257,40
423076,長崎県,西彼杵郡長与町,1894,2022,2085,2312,1956,1809,2163,2350,2729,3067,2868,2759,2733,2935,2757,2067,1458,951,507,160,20
423084,長崎県,西彼杵郡時津町,1372,1478,1686,1878,1529,1279,1526,1870,2043,2227,1839,1675,1744,2078,1968,1508,999,668,323,97,20
423203,長崎県,東彼杵郡*,1354,1547,1684,1727,1305,1396,1698,1906,2222,2172,2201,2368,2753,3017,2724,2155,1806,1332,701,219,44
423211,長崎県,東彼杵郡東彼杵町,230,294,315,338,242,260,341,363,439,443,492,559,701,712,622,489,405,350,182,63,10
423220,長崎県,東彼杵郡川棚町,508,575,661,703,533,534,598,753,891,885,851,844,971,1145,1051,864,697,474,230,92,24
423238,長崎県,東彼杵郡波佐見町*,616,678,708,686,530,602,759,790,892,844,858,965,1081,1160,1051,802,704,508,289,64,10
423807,長崎県,北松浦郡*,819,887,817,789,585,603,841,992,1055,1016,892,908,1135,1315,1252,813,687,532,278,98,21
423831,長崎県,北松浦郡小値賀町*,59,69,65,69,34,43,81,111,83,91,112,145,236,287,234,173,176,175,93,23,6
423912,長崎県,北松浦郡佐々町*,760,818,752,720,551,560,760,881,972,925,780,763,899,1028,1018,640,511,357,185,75,15
424005,長崎県,南松浦郡,463,539,663,760,447,452,557,699,946,1116,1271,1448,1739,1905,1551,1406,1336,902,473,150,15
424111,長崎県,南松浦郡新上五島町,463,539,663,760,447,452,557,699,946,1116,1271,1448,1739,1905,1551,1406,1336,902,473,150,15
431001,熊本県,熊本市,33051,34640,34731,36445,37942,37299,41038,45782,50643,53168,47294,45353,45838,48229,45836,34780,27620,20193,10315,3055,469
431010,熊本県,熊本市中央区,7086,7183,7403,8247,11107,10775,10466,11049,12406,13403,12404,11624,10845,10860,10419,7832,6240,4907,2590,730,118
431028,熊本県,熊本市東区,9135,9800,9670,10115,9507,9414,10930,12324,13794,14212,12217,11856,12183,12485,11138,8138,6198,4411,2188,656,93
431036,熊本県,熊本市西区,3616,3671,3856,4249,4446,4091,4580,5055,5630,6276,5939,5620,5865,6563,6489,5198,4207,2943,1625,500,89
431044,熊本県,熊本市南区,7005,7377,6875,6549,5789,6262,7766,8868,9287,9188,7716,7620,8031,8471,8015,6063,4882,3622,1882,558,82
431052,熊本県,熊本市北区,6209,6609,6927,7285,7093,6757,7296,8486,9526,10089,9018,8633,8914,9850,9775,7549,6093,4310,2030,611,87
432024,熊本県,八代市,4627,5276,5357,5677,5495,5363,5981,6686,7388,7804,7560,8036,8899,10123,9415,7803,6765,5089,2549,698,76
432032,熊本県,人吉市,1190,1364,1421,1392,1053,1148,1387,1655,1757,1839,1888,2137,2422,2699,2575,1968,1845,1490,757,265,30
432041,熊本県,荒尾市,2008,2239,2328,2373,2088,1840,2407,2957,3368,3219,2757,2859,3542,4593,4346,3254,2746,1838,1079,352,59
432059,熊本県,水俣市,805,936,995,1012,832,835,998,1148,1182,1418,1361,1443,1846,2234,2038,1730,1509,1117,581,215,40
432067,熊本県,玉名市,2531,2804,2909,3048,3067,2789,3164,3663,3724,3868,3697,4137,4672,5448,4680,4008,3543,2620,1348,426,77
432083,熊本県,山鹿市,1795,2090,2183,2216,1922,2063,2276,2643,2778,2846,2921,3061,3816,4469,4145,3183,2924,2350,1361,461,96
432105,熊本県,菊池市,1907,2204,2219,2191,2196,2103,2492,2691,2755,2637,2604,2986,3626,3976,3467,2696,2434,1994,1016,340,58
432113,熊本県,宇土市,1440,1764,1836,1846,1721,1541,1836,2064,2289,2458,2379,2510,2454,2590,2451,1993,1732,1233,671,202,33
432121,熊本県,上天草市,772,904,1016,1085,920,836,1010,1122,1282,1416,1600,1843,2272,2487,2276,1814,1756,1368,735,216,26
432130,熊本県,宇城市,2227,2593,2681,2613,2443,2449,2804,3232,3489,3470,3336,3755,4142,4857,4407,3437,3051,2314,1206,380,55
432148,熊本県,阿蘇市,892,1003,981,1113,1026,1154,1138,1204,1364,1294,1398,1638,1903,2327,2062,1633,1575,1256,696,236,31
432156,熊本県,天草市,2469,2994,3273,3358,2411,2433,2823,3554,4034,4350,4578,5292,6657,7416,6511,5427,4918,4099,2284,705,108
432164,熊本県,合志市,3653,4027,3842,3358,2535,2706,3704,4429,4822,4410,3413,3285,3614,4034,3707,2620,2008,1446,757,220,50
433403,熊本県,下益城郡,200,265,354,375,317,283,341,454,484,452,486,680,862,1023,791,694,698,607,384,134,19
433489,熊本県,下益城郡美里町,200,265,354,375,317,283,341,454,484,452,486,680,862,1023,791,694,698,607,384,134,19
433608,熊本県,玉名郡*,1398,1622,1580,1680,1699,1620,1959,2115,2116,2073,2161,2516,3031,3806,3245,2550,2406,1880,950,310,47
433641,熊本県,玉名郡玉東町*,186,248,261,227,176,165,230,254,285,282,307,343,363,442,376,367,316,231,112,34,3
433675,熊本県,玉名郡南関町,325,358,321,390,421,405,434,457,447,472,525,660,713,846,767,594,656,511,236,82,13
433683,熊本県,玉名郡長洲町,606,654,655,717,760,717,904,942,920,862,769,834,1134,1628,1313,916,774,552,312,90,16
433691,熊本県,玉名郡和水町,281,362,343,346,342,333,391,462,464,457,560,679,821,890,789,673,660,586,290,104,15
434001,熊本県,菊池郡,4358,4727,4418,4086,3727,4265,5339,5725,5854,5642,4378,4255,4284,4511,4046,2768,2266,1646,835,267,34
434035,熊本県,菊池郡大津町,1899,2183,1955,1800,1776,1919,2404,2589,2408,2338,1983,2055,2119,2058,1795,1249,1080,870,477,150,18
434043,熊本県,菊池郡菊陽町,2459,2544,2463,2286,1951,2346,2935,3136,3446,3304,2395,2200,2165,2453,2251,1519,1186,776,358,117,16
434205,熊本県,阿蘇郡,1143,1344,1492,1449,1298,1163,1468,1678,1908,1961,1905,2382,3047,3419,3045,2245,2178,1712,963,306,43
434230,熊本県,阿蘇郡南小国町,139,146,148,149,172,143,179,209,221,183,190,249,314,377,323,230,260,202,135,42,8
434248,熊本県,阿蘇郡小国町,231,213,271,269,271,225,297,284,353,359,350,470,574,672,626,491,429,365,211,69,6
434256,熊本県,阿蘇郡産山村,38,58,65,52,43,63,58,67,63,66,105,98,112,136,120,87,119,95,52,15,0
434281,熊本県,阿蘇郡高森町,186,238,238,229,191,225,276,286,294,309,336,428,582,606,528,417,450,324,166,53,12
434329,熊本県,阿蘇郡西原村,273,315,358,333,272,221,304,408,422,446,378,447,544,573,461,316,281,248,113,44,7
434337,熊本県,阿蘇郡南阿蘇村,276,374,412,417,349,286,354,424,555,598,546,690,921,1055,987,704,639,478,286,83,10
434400,熊本県,上益城郡,3516,4167,3992,3573,3192,3300,3949,4777,4994,4827,4511,5045,5990,7184,6339,4910,4425,3489,1917,609,86
434418,熊本県,上益城郡御船町,681,811,768,676,671,629,806,971,960,963,892,1023,1238,1514,1321,1020,809,683,332,108,16
434426,熊本県,上益城郡嘉島町,578,585,477,408,394,496,545,651,665,593,541,500,577,595,567,433,410,307,162,41,12
434434,熊本県,上益城郡益城町,1526,1856,1800,1633,1369,1364,1747,2034,2221,2104,1809,1904,2142,2579,2258,1664,1388,977,549,154,21
434442,熊本県,上益城郡甲佐町,376,483,465,416,367,385,412,577,555,563,545,645,754,904,899,692,614,532,287,102,14
434477,熊本県,上益城郡山都町,355,432,482,440,391,426,439,544,593,604,724,973,1279,1592,1294,1101,1204,990,587,204,23
434604,熊本県,八代郡,343,461,530,496,405,375,477,593,705,684,632,771,870,1079,980,732,712,561,302,72,11
434680,熊本県,八代郡氷川町,343,461,530,496,405,375,477,593,705,684,632,771,870,1079,980,732,712,561,302,72,11
434809,熊本県,葦北郡*,582,782,804,810,600,586,763,910,967,1035,1166,1422,1784,2109,1788,1627,1572,1236,685,224,28
434825,熊本県,葦北郡芦北町*,459,610,625,640,437,474,599,731,761,794,910,1136,1394,1672,1439,1307,1257,972,529,173,24
434841,熊本県,葦北郡津奈木町*,123,172,179,170,163,112,164,179,206,241,256,286,390,437,349,320,315,264,156,51,4
435007,熊本県,球磨郡*,1852,2339,2561,2526,1541,1537,2158,2479,2786,2834,2853,3528,4103,4982,4333,3372,3366,2592,1470,411,66
435015,熊本県,球磨郡錦町,471,548,521,587,310,366,532,568,636,582,573,664,754,956,778,558,488,370,231,53,6
435058,熊本県,球磨郡多良木町,261,373,433,429,281,228,337,393,466,504,504,613,708,921,815,653,626,496,292,84,12
435066,熊本県,球磨郡湯前町*,89,164,151,134,95,97,127,146,175,195,220,261,298,338,329,288,284,215,149,39,8
435074,熊本県,球磨郡水上村*,79,86,110,88,54,50,60,81,104,99,114,159,167,178,184,133,189,123,69,25,4
435104,熊本県,球磨郡相良村*,124,156,198,204,126,111,139,189,224,226,219,324,355,427,391,295,311,191,122,39,3
435112,熊本県,球磨郡五木村*,26,16,35,28,25,32,43,42,39,43,50,82,85,103,101,88,99,64,35,15,5
435121,熊本県,球磨郡山江村*,140,187,225,170,95,92,141,184,197,175,167,211,274,309,249,186,198,144,75,14,3
435139,熊本県,球磨郡球磨村*,96,119,138,153,69,100,121,125,139,168,179,260,316,368,299,244,294,241,110,38,5
435147,熊本県,球磨郡あさぎり町,566,690,750,733,486,461,658,751,806,842,827,954,1146,1382,1187,927,877,748,387,104,20
435201,熊本県,天草郡*,202,260,294,307,196,164,211,289,386,399,381,481,582,682,578,468,487,371,238,68,6
435317,熊本県,天草郡苓北町*,202,260,294,307,196,164,211,289,386,399,381,481,582,682,578,468,487,371,238,68,6
442011,大分県,大分市,20457,22337,22669,23347,22932,22956,26326,29700,34650,36466,29845,28040,30159,33706,32791,24441,17412,12149,6042,1734,234
442020,大分県,別府市,3843,4352,4619,5695,7163,4872,5225,5904,7139,7754,7075,6760,7049,8407,9644,7915,6059,4441,2188,635,82
442038,大分県,中津市,3519,3917,3941,3951,3878,3851,4622,5053,5265,5639,4929,4801,5526,6105,5920,4741,3733,2786,1368,390,58
442046,大分県,日田市,2338,2756,2975,2984,2372,2379,2756,3308,3854,3998,3889,4127,4781,5430,5019,3970,3397,2663,1430,418,46
442054,大分県,佐伯市,2028,2547,2713,2906,2460,2370,2895,3356,4030,4298,3877,4314,5222,6280,6246,5162,4388,3309,1718,504,85
442062,大分県,臼杵市,990,1403,1496,1657,1339,1238,1477,1822,2212,2335,2028,2305,2776,3352,3602,2843,2330,1816,939,228,43
442071,大分県,津久見市*,403,517,573,624,591,438,601,704,890,1001,896,1049,1323,1720,1723,1367,1136,893,503,154,23
442089,大分県,竹田市,503,650,711,768,676,605,749,886,991,978,969,1255,1716,2086,1970,1638,1663,1488,817,221,46
442097,大分県,豊後高田市,741,814,861,930,973,934,988,1135,1292,1318,1174,1326,1579,1985,1818,1505,1404,1036,618,174,18
442101,大分県,杵築市,901,1079,1199,1226,1113,1117,1272,1543,1730,1770,1631,1651,2017,2416,2291,1887,1636,1324,767,265,38
442119,大分県,宇佐市,1891,2220,2354,2579,2305,2105,2418,2878,3273,3391,3210,3326,3860,4732,4459,3526,3097,2373,1243,412,50
442127,大分県,豊後大野市,912,1216,1350,1401,1257,1092,1258,1613,1819,1903,1664,2038,2620,3223,3151,2464,2528,2153,1294,353,68
442135,大分県,由布市,1362,1484,1470,1468,1654,1573,1729,1953,2164,2030,1886,1919,2217,2745,2629,2001,1757,1353,724,201,37
442143,大分県,国東市,683,846,944,1093,1121,955,1018,1143,1427,1530,1532,1684,2085,2450,2412,2045,1880,1652,898,251,33
443204,大分県,東国東郡*,39,52,57,52,38,47,59,69,82,89,95,131,197,252,215,169,128,114,75,25,4
443221,大分県,東国東郡姫島村*,39,52,57,52,38,47,59,69,82,89,95,131,197,252,215,169,128,114,75,25,4
443409,大分県,速見郡,1181,1304,1387,1354,1243,1243,1448,1721,1943,1975,1682,1627,1806,2089,2057,1620,1235,888,482,143,21
443417,大分県,速見郡日出町,1181,1304,1387,1354,1243,1243,1448,1721,1943,1975,1682,1627,1806,2089,2057,1620,1235,888,482,143,21
444600,大分県,玖珠郡,763,894,964,978,945,912,952,1183,1280,1328,1338,1528,1774,2231,2124,1715,1577,1229,654,189,28
444618,大分県,玖珠郡九重町,283,334,339,343,289,294,339,427,462,481,478,600,684,911,845,676,689,513,258,88,9
444626,大分県,玖珠郡玖珠町,480,560,625,635,656,618,613,756,818,847,860,928,1090,1320,1279,1039,888,716,396,101,19
452017,宮崎県,宮崎市,17249,19270,19459,19757,18570,17822,21077,24133,28368,29610,25329,24849,25976,28776,27752,20334,15544,11223,5646,1619,269
452025,宮崎県,都城市,7013,7776,7951,7925,6815,6962,8302,9546,10311,10224,8937,10125,11618,12828,11685,8762,7725,5886,3108,864,143
452033,宮崎県,延岡市,4580,5182,5510,5860,4898,4706,5478,6428,7262,7950,7007,7643,8539,10057,9406,7244,6447,4887,2324,656,102
452041,宮崎県,日南市,1786,2118,2222,2273,1801,1871,2163,2690,2881,2952,2726,3373,4124,4639,4301,3499,3257,2452,1266,364,43
452050,宮崎県,小林市,1719,1942,1957,2021,1612,1713,1983,2390,2689,2442,2415,2859,3430,3906,3410,2797,2603,1954,1078,342,72
452068,宮崎県,日向市,2485,2857,2962,2908,2324,2471,2804,3381,4103,4097,3535,3698,4378,4975,4537,3493,2842,2054,1032,300,47
452076,宮崎県,串間市,603,782,719,716,517,495,702,917,883,823,852,1179,1601,1751,1466,1130,1256,1073,543,142,26
452084,宮崎県,西都市,986,1188,1345,1398,1125,1009,1238,1481,1712,1780,1662,1896,2287,2675,2435,1894,1744,1228,731,194,27
452092,宮崎県,えびの市,543,743,761,896,621,568,700,841,955,899,957,1217,1527,1923,1570,1310,1323,1113,566,181,26
453404,宮崎県,北諸県郡,1396,1631,1478,1303,1065,1009,1421,1727,1706,1626,1447,1591,1835,1861,1647,1222,1020,645,345,101,23
453412,宮崎県,北諸県郡三股町,1396,1631,1478,1303,1065,1009,1421,1727,1706,1626,1447,1591,1835,1861,1647,1222,1020,645,345,101,23
453609,宮崎県,西諸県郡*,266,360,370,380,282,259,309,457,462,448,506,618,793,943,729,572,602,528,276,77,8
453617,宮崎県,西諸県郡高原町*,266,360,370,380,282,259,309,457,462,448,506,618,793,943,729,572,602,528,276,77,8
453803,宮崎県,東諸県郡*,895,1117,1193,1107,941,875,1158,1426,1531,1537,1528,1683,2130,2365,2236,1642,1399,1077,568,159,24
453820,宮崎県,東諸県郡国富町,609,764,812,804,720,657,868,1026,1082,1112,1118,1235,1614,1752,1609,1175,1011,785,411,117,18
453838,宮崎県,東諸県郡綾町*,286,353,381,303,221,218,290,400,449,425,410,448,516,613,627,467,388,292,157,42,6
454001,宮崎県,児湯郡*,2563,3256,3312,3421,3002,2690,3136,3698,4327,4354,3745,4087,4925,6004,5551,4247,3402,2571,1339,437,64
454010,宮崎県,児湯郡高鍋町,747,906,992,980,847,782,954,1158,1319,1348,1122,1164,1377,1643,1619,1224,943,704,332,108,14
454028,宮崎県,児湯郡新富町,646,853,802,916,926,777,860,875,1092,1134,983,1077,1166,1408,1259,970,740,557,272,77,12
454036,宮崎県,児湯郡西米良村*,28,53,48,42,34,29,38,63,60,68,57,57,72,82,88,97,86,70,38,12,1
454044,宮崎県,児湯郡木城町*,236,296,257,225,142,180,219,298,307,284,230,279,351,453,407,314,281,240,122,49,3
454052,宮崎県,児湯郡川南町,501,690,782,779,677,573,684,763,957,918,809,952,1159,1411,1295,954,745,542,317,118,16
454061,宮崎県,児湯郡都農町,405,458,431,479,376,349,381,541,592,602,544,558,800,1007,883,688,607,458,258,73,18
454206,宮崎県,東臼杵郡*,930,1168,1166,1202,992,902,1111,1284,1477,1587,1567,1713,2101,2459,2264,1844,1669,1313,708,197,25
454214,宮崎県,東臼杵郡門川町,677,858,858,862,773,678,815,883,1078,1147,1093,1085,1267,1520,1382,1121,869,581,334,89,11
454290,宮崎県,東臼杵郡諸塚村*,54,53,59,62,35,48,53,78,68,76,99,112,136,140,137,129,129,103,55,14,7
454303,宮崎県,東臼杵郡椎葉村*,81,104,98,106,49,61,94,128,120,141,127,197,241,255,218,181,221,204,95,28,2
454311,宮崎県,東臼杵郡美郷町*,118,153,151,172,135,115,149,195,211,223,248,319,457,544,527,413,450,425,224,66,5
454401,宮崎県,西臼杵郡*,630,708,868,895,487,529,691,887,943,910,922,1314,1689,1953,1635,1293,1411,1171,689,197,28
454419,宮崎県,西臼杵郡高千穂町*,417,446,512,473,295,355,463,566,614,591,544,786,1026,1214,1001,773,832,691,386,94,18
454427,宮崎県,西臼杵郡日之影町*,115,122,140,145,105,100,120,172,155,155,192,289,367,373,331,286,306,248,172,54,3
454435,宮崎県,西臼杵郡五ヶ瀬町*,98,140,216,277,87,74,108,149,174,164,186,239,296,366,303,234,273,232,131,49,7
462012,鹿児島県,鹿児島市,26000,28393,28925,29623,28407,28810,32861,37933,41814,42322,37263,37306,40519,43435,38565,29321,22734,16495,8685,2642,412
